fecha,producto_id,nombre_producto,demanda,categoria,lead_time_semanas,costo_unitario,inventario
2021-07-31,0002101,OMEPRAZOL CÁPSULA 20MG,1991,MEDICAMENTOS,1.0,37.0,481.0
2021-08-31,0002101,OMEPRAZOL CÁPSULA 20MG,1911,MEDICAMENTOS,1.0,37.0,481.0
2021-09-30,0002101,OMEPRAZOL CÁPSULA 20MG,1750,MEDICAMENTOS,1.0,37.0,481.0
2021-10-31,0002101,OMEPRAZOL CÁPSULA 20MG,1834,MEDICAMENTOS,1.0,37.0,481.0
2021-11-30,0002101,OMEPRAZOL CÁPSULA 20MG,1663,MEDICAMENTOS,1.0,37.0,481.0
2021-12-31,0002101,OMEPRAZOL CÁPSULA 20MG,1509,MEDICAMENTOS,1.0,37.0,481.0
2022-01-31,0002101,OMEPRAZOL CÁPSULA 20MG,1747,MEDICAMENTOS,1.0,37.0,481.0
2022-02-28,0002101,OMEPRAZOL CÁPSULA 20MG,1843,MEDICAMENTOS,1.0,37.0,481.0
2022-03-31,0002101,OMEPRAZOL CÁPSULA 20MG,1766,MEDICAMENTOS,1.0,37.0,481.0
2022-04-30,0002101,OMEPRAZOL CÁPSULA 20MG,2746,MEDICAMENTOS,1.0,37.0,481.0
2022-05-31,0002101,OMEPRAZOL CÁPSULA 20MG,1790,MEDICAMENTOS,1.0,37.0,481.0
2022-06-30,0002101,OMEPRAZOL CÁPSULA 20MG,1439,MEDICAMENTOS,1.0,37.0,481.0
2021-07-31,0004721,OXACILINA POLVO LIOFILIZADO 1G,0,MEDICAMENTOS,1.0,1077.0,21.0
2021-08-31,0004721,OXACILINA POLVO LIOFILIZADO 1G,12,MEDICAMENTOS,1.0,1077.0,21.0
2021-09-30,0004721,OXACILINA POLVO LIOFILIZADO 1G,0,MEDICAMENTOS,1.0,1077.0,21.0
2021-10-31,0004721,OXACILINA POLVO LIOFILIZADO 1G,8,MEDICAMENTOS,1.0,1077.0,21.0
2021-11-30,0004721,OXACILINA POLVO LIOFILIZADO 1G,0,MEDICAMENTOS,1.0,1077.0,21.0
2021-12-31,0004721,OXACILINA POLVO LIOFILIZADO 1G,0,MEDICAMENTOS,1.0,1077.0,21.0
2022-01-31,0004721,OXACILINA POLVO LIOFILIZADO 1G,0,MEDICAMENTOS,1.0,1077.0,21.0
2022-02-28,0004721,OXACILINA POLVO LIOFILIZADO 1G,0,MEDICAMENTOS,1.0,1077.0,21.0
2022-03-31,0004721,OXACILINA POLVO LIOFILIZADO 1G,19,MEDICAMENTOS,1.0,1077.0,21.0
2022-04-30,0004721,OXACILINA POLVO LIOFILIZADO 1G,49,MEDICAMENTOS,1.0,1077.0,21.0
2022-05-31,0004721,OXACILINA POLVO LIOFILIZADO 1G,0,MEDICAMENTOS,1.0,1077.0,21.0
2022-06-30,0004721,OXACILINA POLVO LIOFILIZADO 1G,0,MEDICAMENTOS,1.0,1077.0,21.0
2021-07-31,0006422,"OXIMETAZOLINA SOLUCIÓN NASAL 0,05% ",0,MEDICAMENTOS,1.0,2065.0,2.0
2021-08-31,0006422,"OXIMETAZOLINA SOLUCIÓN NASAL 0,05% ",0,MEDICAMENTOS,1.0,2065.0,2.0
2021-09-30,0006422,"OXIMETAZOLINA SOLUCIÓN NASAL 0,05% ",0,MEDICAMENTOS,1.0,2065.0,2.0
2021-10-31,0006422,"OXIMETAZOLINA SOLUCIÓN NASAL 0,05% ",0,MEDICAMENTOS,1.0,2065.0,2.0
2021-11-30,0006422,"OXIMETAZOLINA SOLUCIÓN NASAL 0,05% ",1,MEDICAMENTOS,1.0,2065.0,2.0
2021-12-31,0006422,"OXIMETAZOLINA SOLUCIÓN NASAL 0,05% ",2,MEDICAMENTOS,1.0,2065.0,2.0
2022-01-31,0006422,"OXIMETAZOLINA SOLUCIÓN NASAL 0,05% ",1,MEDICAMENTOS,1.0,2065.0,2.0
2022-02-28,0006422,"OXIMETAZOLINA SOLUCIÓN NASAL 0,05% ",2,MEDICAMENTOS,1.0,2065.0,2.0
2022-03-31,0006422,"OXIMETAZOLINA SOLUCIÓN NASAL 0,05% ",0,MEDICAMENTOS,1.0,2065.0,2.0
2022-04-30,0006422,"OXIMETAZOLINA SOLUCIÓN NASAL 0,05% ",1,MEDICAMENTOS,1.0,2065.0,2.0
2022-05-31,0006422,"OXIMETAZOLINA SOLUCIÓN NASAL 0,05% ",3,MEDICAMENTOS,1.0,2065.0,2.0
2022-06-30,0006422,"OXIMETAZOLINA SOLUCIÓN NASAL 0,05% ",0,MEDICAMENTOS,1.0,2065.0,2.0
2021-07-31,100317,"LACTULOSA SOLUCIÓN ORAL 66,7%/15ML",75,MEDICAMENTOS,1.0,1059.0,43.0
2021-08-31,100317,"LACTULOSA SOLUCIÓN ORAL 66,7%/15ML",298,MEDICAMENTOS,1.0,1059.0,43.0
2021-09-30,100317,"LACTULOSA SOLUCIÓN ORAL 66,7%/15ML",251,MEDICAMENTOS,1.0,1059.0,43.0
2021-10-31,100317,"LACTULOSA SOLUCIÓN ORAL 66,7%/15ML",179,MEDICAMENTOS,1.0,1059.0,43.0
2021-11-30,100317,"LACTULOSA SOLUCIÓN ORAL 66,7%/15ML",336,MEDICAMENTOS,1.0,1059.0,43.0
2021-12-31,100317,"LACTULOSA SOLUCIÓN ORAL 66,7%/15ML",82,MEDICAMENTOS,1.0,1059.0,43.0
2022-01-31,100317,"LACTULOSA SOLUCIÓN ORAL 66,7%/15ML",220,MEDICAMENTOS,1.0,1059.0,43.0
2022-02-28,100317,"LACTULOSA SOLUCIÓN ORAL 66,7%/15ML",79,MEDICAMENTOS,1.0,1059.0,43.0
2022-03-31,100317,"LACTULOSA SOLUCIÓN ORAL 66,7%/15ML",232,MEDICAMENTOS,1.0,1059.0,43.0
2022-04-30,100317,"LACTULOSA SOLUCIÓN ORAL 66,7%/15ML",182,MEDICAMENTOS,1.0,1059.0,43.0
2022-05-31,100317,"LACTULOSA SOLUCIÓN ORAL 66,7%/15ML",197,MEDICAMENTOS,1.0,1059.0,43.0
2022-06-30,100317,"LACTULOSA SOLUCIÓN ORAL 66,7%/15ML",133,MEDICAMENTOS,1.0,1059.0,43.0
2021-07-31,103662,PALIVIZUMAB POLVO LIOFILIZADO 50 MG,2,MEDICAMENTOS,1.0,1405270.0,2.0
2021-08-31,103662,PALIVIZUMAB POLVO LIOFILIZADO 50 MG,2,MEDICAMENTOS,1.0,1405270.0,2.0
2021-09-30,103662,PALIVIZUMAB POLVO LIOFILIZADO 50 MG,1,MEDICAMENTOS,1.0,1405270.0,2.0
2021-10-31,103662,PALIVIZUMAB POLVO LIOFILIZADO 50 MG,3,MEDICAMENTOS,1.0,1405270.0,2.0
2021-11-30,103662,PALIVIZUMAB POLVO LIOFILIZADO 50 MG,1,MEDICAMENTOS,1.0,1405270.0,2.0
2021-12-31,103662,PALIVIZUMAB POLVO LIOFILIZADO 50 MG,0,MEDICAMENTOS,1.0,1405270.0,2.0
2022-01-31,103662,PALIVIZUMAB POLVO LIOFILIZADO 50 MG,1,MEDICAMENTOS,1.0,1405270.0,2.0
2022-02-28,103662,PALIVIZUMAB POLVO LIOFILIZADO 50 MG,9,MEDICAMENTOS,1.0,1405270.0,2.0
2022-03-31,103662,PALIVIZUMAB POLVO LIOFILIZADO 50 MG,2,MEDICAMENTOS,1.0,1405270.0,2.0
2022-04-30,103662,PALIVIZUMAB POLVO LIOFILIZADO 50 MG,0,MEDICAMENTOS,1.0,1405270.0,2.0
2022-05-31,103662,PALIVIZUMAB POLVO LIOFILIZADO 50 MG,3,MEDICAMENTOS,1.0,1405270.0,2.0
2022-06-30,103662,PALIVIZUMAB POLVO LIOFILIZADO 50 MG,1,MEDICAMENTOS,1.0,1405270.0,2.0
2021-07-31,105719,CLARITROMICINA 250MG/5ML GRANULOS PARA RECONSTITUIR A SUSPENSION ORAL,0,MEDICAMENTOS,1.0,63667.0,1.0
2021-08-31,105719,CLARITROMICINA 250MG/5ML GRANULOS PARA RECONSTITUIR A SUSPENSION ORAL,1,MEDICAMENTOS,1.0,63667.0,1.0
2021-09-30,105719,CLARITROMICINA 250MG/5ML GRANULOS PARA RECONSTITUIR A SUSPENSION ORAL,2,MEDICAMENTOS,1.0,63667.0,1.0
2021-10-31,105719,CLARITROMICINA 250MG/5ML GRANULOS PARA RECONSTITUIR A SUSPENSION ORAL,1,MEDICAMENTOS,1.0,63667.0,1.0
2021-11-30,105719,CLARITROMICINA 250MG/5ML GRANULOS PARA RECONSTITUIR A SUSPENSION ORAL,0,MEDICAMENTOS,1.0,63667.0,1.0
2021-12-31,105719,CLARITROMICINA 250MG/5ML GRANULOS PARA RECONSTITUIR A SUSPENSION ORAL,0,MEDICAMENTOS,1.0,63667.0,1.0
2022-01-31,105719,CLARITROMICINA 250MG/5ML GRANULOS PARA RECONSTITUIR A SUSPENSION ORAL,0,MEDICAMENTOS,1.0,63667.0,1.0
2022-02-28,105719,CLARITROMICINA 250MG/5ML GRANULOS PARA RECONSTITUIR A SUSPENSION ORAL,0,MEDICAMENTOS,1.0,63667.0,1.0
2022-03-31,105719,CLARITROMICINA 250MG/5ML GRANULOS PARA RECONSTITUIR A SUSPENSION ORAL,0,MEDICAMENTOS,1.0,63667.0,1.0
2022-04-30,105719,CLARITROMICINA 250MG/5ML GRANULOS PARA RECONSTITUIR A SUSPENSION ORAL,1,MEDICAMENTOS,1.0,63667.0,1.0
2022-05-31,105719,CLARITROMICINA 250MG/5ML GRANULOS PARA RECONSTITUIR A SUSPENSION ORAL,0,MEDICAMENTOS,1.0,63667.0,1.0
2022-06-30,105719,CLARITROMICINA 250MG/5ML GRANULOS PARA RECONSTITUIR A SUSPENSION ORAL,0,MEDICAMENTOS,1.0,63667.0,1.0
2021-07-31,110028,"EPOPROSTENOL POLVO LIOFILIZADO 1,5MG",100,MEDICAMENTOS,1.0,,
2021-08-31,110028,"EPOPROSTENOL POLVO LIOFILIZADO 1,5MG",0,MEDICAMENTOS,1.0,,
2021-09-30,110028,"EPOPROSTENOL POLVO LIOFILIZADO 1,5MG",0,MEDICAMENTOS,1.0,,
2021-10-31,110028,"EPOPROSTENOL POLVO LIOFILIZADO 1,5MG",0,MEDICAMENTOS,1.0,,
2021-11-30,110028,"EPOPROSTENOL POLVO LIOFILIZADO 1,5MG",0,MEDICAMENTOS,1.0,,
2021-12-31,110028,"EPOPROSTENOL POLVO LIOFILIZADO 1,5MG",0,MEDICAMENTOS,1.0,,
2022-01-31,110028,"EPOPROSTENOL POLVO LIOFILIZADO 1,5MG",0,MEDICAMENTOS,1.0,,
2022-02-28,110028,"EPOPROSTENOL POLVO LIOFILIZADO 1,5MG",0,MEDICAMENTOS,1.0,,
2022-03-31,110028,"EPOPROSTENOL POLVO LIOFILIZADO 1,5MG",0,MEDICAMENTOS,1.0,,
2022-04-30,110028,"EPOPROSTENOL POLVO LIOFILIZADO 1,5MG",0,MEDICAMENTOS,1.0,,
2022-05-31,110028,"EPOPROSTENOL POLVO LIOFILIZADO 1,5MG",0,MEDICAMENTOS,1.0,,
2022-06-30,110028,"EPOPROSTENOL POLVO LIOFILIZADO 1,5MG",0,MEDICAMENTOS,1.0,,
2021-07-31,118494,DEXAMETASONA SOLUCIÓN OFTÁLMICA 5ML,2,MEDICAMENTOS,1.0,14795.0,3.0
2021-08-31,118494,DEXAMETASONA SOLUCIÓN OFTÁLMICA 5ML,0,MEDICAMENTOS,1.0,14795.0,3.0
2021-09-30,118494,DEXAMETASONA SOLUCIÓN OFTÁLMICA 5ML,1,MEDICAMENTOS,1.0,14795.0,3.0
2021-10-31,118494,DEXAMETASONA SOLUCIÓN OFTÁLMICA 5ML,0,MEDICAMENTOS,1.0,14795.0,3.0
2021-11-30,118494,DEXAMETASONA SOLUCIÓN OFTÁLMICA 5ML,2,MEDICAMENTOS,1.0,14795.0,3.0
2021-12-31,118494,DEXAMETASONA SOLUCIÓN OFTÁLMICA 5ML,0,MEDICAMENTOS,1.0,14795.0,3.0
2022-01-31,118494,DEXAMETASONA SOLUCIÓN OFTÁLMICA 5ML,0,MEDICAMENTOS,1.0,14795.0,3.0
2022-02-28,118494,DEXAMETASONA SOLUCIÓN OFTÁLMICA 5ML,3,MEDICAMENTOS,1.0,14795.0,3.0
2022-03-31,118494,DEXAMETASONA SOLUCIÓN OFTÁLMICA 5ML,2,MEDICAMENTOS,1.0,14795.0,3.0
2022-04-30,118494,DEXAMETASONA SOLUCIÓN OFTÁLMICA 5ML,3,MEDICAMENTOS,1.0,14795.0,3.0
2022-05-31,118494,DEXAMETASONA SOLUCIÓN OFTÁLMICA 5ML,0,MEDICAMENTOS,1.0,14795.0,3.0
2022-06-30,118494,DEXAMETASONA SOLUCIÓN OFTÁLMICA 5ML,3,MEDICAMENTOS,1.0,14795.0,3.0
2021-07-31,119580,N-ACETILCISTEINA GRANULOS PARA SUSPENCIÓN ORAL 200MG,6,MEDICAMENTOS,1.0,209.0,2.0
2021-08-31,119580,N-ACETILCISTEINA GRANULOS PARA SUSPENCIÓN ORAL 200MG,0,MEDICAMENTOS,1.0,209.0,2.0
2021-09-30,119580,N-ACETILCISTEINA GRANULOS PARA SUSPENCIÓN ORAL 200MG,0,MEDICAMENTOS,1.0,209.0,2.0
2021-10-31,119580,N-ACETILCISTEINA GRANULOS PARA SUSPENCIÓN ORAL 200MG,0,MEDICAMENTOS,1.0,209.0,2.0
2021-11-30,119580,N-ACETILCISTEINA GRANULOS PARA SUSPENCIÓN ORAL 200MG,0,MEDICAMENTOS,1.0,209.0,2.0
2021-12-31,119580,N-ACETILCISTEINA GRANULOS PARA SUSPENCIÓN ORAL 200MG,0,MEDICAMENTOS,1.0,209.0,2.0
2022-01-31,119580,N-ACETILCISTEINA GRANULOS PARA SUSPENCIÓN ORAL 200MG,0,MEDICAMENTOS,1.0,209.0,2.0
2022-02-28,119580,N-ACETILCISTEINA GRANULOS PARA SUSPENCIÓN ORAL 200MG,0,MEDICAMENTOS,1.0,209.0,2.0
2022-03-31,119580,N-ACETILCISTEINA GRANULOS PARA SUSPENCIÓN ORAL 200MG,0,MEDICAMENTOS,1.0,209.0,2.0
2022-04-30,119580,N-ACETILCISTEINA GRANULOS PARA SUSPENCIÓN ORAL 200MG,0,MEDICAMENTOS,1.0,209.0,2.0
2022-05-31,119580,N-ACETILCISTEINA GRANULOS PARA SUSPENCIÓN ORAL 200MG,0,MEDICAMENTOS,1.0,209.0,2.0
2022-06-30,119580,N-ACETILCISTEINA GRANULOS PARA SUSPENCIÓN ORAL 200MG,0,MEDICAMENTOS,1.0,209.0,2.0
2021-07-31,120804,CARBOXIMETILCELULOSA 0.5 % SOL. OFTALMICA ,0,MEDICAMENTOS,1.0,4706.0,1.0
2021-08-31,120804,CARBOXIMETILCELULOSA 0.5 % SOL. OFTALMICA ,0,MEDICAMENTOS,1.0,4706.0,1.0
2021-09-30,120804,CARBOXIMETILCELULOSA 0.5 % SOL. OFTALMICA ,0,MEDICAMENTOS,1.0,4706.0,1.0
2021-10-31,120804,CARBOXIMETILCELULOSA 0.5 % SOL. OFTALMICA ,0,MEDICAMENTOS,1.0,4706.0,1.0
2021-11-30,120804,CARBOXIMETILCELULOSA 0.5 % SOL. OFTALMICA ,0,MEDICAMENTOS,1.0,4706.0,1.0
2021-12-31,120804,CARBOXIMETILCELULOSA 0.5 % SOL. OFTALMICA ,0,MEDICAMENTOS,1.0,4706.0,1.0
2022-01-31,120804,CARBOXIMETILCELULOSA 0.5 % SOL. OFTALMICA ,0,MEDICAMENTOS,1.0,4706.0,1.0
2022-02-28,120804,CARBOXIMETILCELULOSA 0.5 % SOL. OFTALMICA ,0,MEDICAMENTOS,1.0,4706.0,1.0
2022-03-31,120804,CARBOXIMETILCELULOSA 0.5 % SOL. OFTALMICA ,0,MEDICAMENTOS,1.0,4706.0,1.0
2022-04-30,120804,CARBOXIMETILCELULOSA 0.5 % SOL. OFTALMICA ,2,MEDICAMENTOS,1.0,4706.0,1.0
2022-05-31,120804,CARBOXIMETILCELULOSA 0.5 % SOL. OFTALMICA ,0,MEDICAMENTOS,1.0,4706.0,1.0
2022-06-30,120804,CARBOXIMETILCELULOSA 0.5 % SOL. OFTALMICA ,0,MEDICAMENTOS,1.0,4706.0,1.0
2021-07-31,120898,"FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML) ALIMENTO LÍQUIDO ",25,NUTRICION,1.0,30994.0,7.0
2021-08-31,120898,"FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML) ALIMENTO LÍQUIDO ",21,NUTRICION,1.0,30994.0,7.0
2021-09-30,120898,"FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML) ALIMENTO LÍQUIDO ",31,NUTRICION,1.0,30994.0,7.0
2021-10-31,120898,"FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML) ALIMENTO LÍQUIDO ",41,NUTRICION,1.0,30994.0,7.0
2021-11-30,120898,"FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML) ALIMENTO LÍQUIDO ",37,NUTRICION,1.0,30994.0,7.0
2021-12-31,120898,"FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML) ALIMENTO LÍQUIDO ",32,NUTRICION,1.0,30994.0,7.0
2022-01-31,120898,"FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML) ALIMENTO LÍQUIDO ",4,NUTRICION,1.0,30994.0,7.0
2022-02-28,120898,"FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML) ALIMENTO LÍQUIDO ",30,NUTRICION,1.0,30994.0,7.0
2022-03-31,120898,"FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML) ALIMENTO LÍQUIDO ",66,NUTRICION,1.0,30994.0,7.0
2022-04-30,120898,"FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML) ALIMENTO LÍQUIDO ",84,NUTRICION,1.0,30994.0,7.0
2022-05-31,120898,"FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML) ALIMENTO LÍQUIDO ",184,NUTRICION,1.0,30994.0,7.0
2022-06-30,120898,"FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML) ALIMENTO LÍQUIDO ",112,NUTRICION,1.0,30994.0,7.0
2021-07-31,120900,"(FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (750KCAL/500ML)) ALIMENTO LÍQUIDO ",24,NUTRICION,1.0,19504.0,24.0
2021-08-31,120900,"(FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (750KCAL/500ML)) ALIMENTO LÍQUIDO ",20,NUTRICION,1.0,19504.0,24.0
2021-09-30,120900,"(FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (750KCAL/500ML)) ALIMENTO LÍQUIDO ",105,NUTRICION,1.0,19504.0,24.0
2021-10-31,120900,"(FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (750KCAL/500ML)) ALIMENTO LÍQUIDO ",92,NUTRICION,1.0,19504.0,24.0
2021-11-30,120900,"(FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (750KCAL/500ML)) ALIMENTO LÍQUIDO ",60,NUTRICION,1.0,19504.0,24.0
2021-12-31,120900,"(FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (750KCAL/500ML)) ALIMENTO LÍQUIDO ",189,NUTRICION,1.0,19504.0,24.0
2022-01-31,120900,"(FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (750KCAL/500ML)) ALIMENTO LÍQUIDO ",42,NUTRICION,1.0,19504.0,24.0
2022-02-28,120900,"(FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (750KCAL/500ML)) ALIMENTO LÍQUIDO ",48,NUTRICION,1.0,19504.0,24.0
2022-03-31,120900,"(FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (750KCAL/500ML)) ALIMENTO LÍQUIDO ",46,NUTRICION,1.0,19504.0,24.0
2022-04-30,120900,"(FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (750KCAL/500ML)) ALIMENTO LÍQUIDO ",107,NUTRICION,1.0,19504.0,24.0
2022-05-31,120900,"(FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (750KCAL/500ML)) ALIMENTO LÍQUIDO ",9,NUTRICION,1.0,19504.0,24.0
2022-06-30,120900,"(FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (750KCAL/500ML)) ALIMENTO LÍQUIDO ",227,NUTRICION,1.0,19504.0,24.0
2021-07-31,125690,FINASTERIDE 5MG TABLETA ,0,MEDICAMENTOS,1.0,8127.0,26.0
2021-08-31,125690,FINASTERIDE 5MG TABLETA ,0,MEDICAMENTOS,1.0,8127.0,26.0
2021-09-30,125690,FINASTERIDE 5MG TABLETA ,0,MEDICAMENTOS,1.0,8127.0,26.0
2021-10-31,125690,FINASTERIDE 5MG TABLETA ,0,MEDICAMENTOS,1.0,8127.0,26.0
2021-11-30,125690,FINASTERIDE 5MG TABLETA ,0,MEDICAMENTOS,1.0,8127.0,26.0
2021-12-31,125690,FINASTERIDE 5MG TABLETA ,0,MEDICAMENTOS,1.0,8127.0,26.0
2022-01-31,125690,FINASTERIDE 5MG TABLETA ,0,MEDICAMENTOS,1.0,8127.0,26.0
2022-02-28,125690,FINASTERIDE 5MG TABLETA ,4,MEDICAMENTOS,1.0,8127.0,26.0
2022-03-31,125690,FINASTERIDE 5MG TABLETA ,0,MEDICAMENTOS,1.0,8127.0,26.0
2022-04-30,125690,FINASTERIDE 5MG TABLETA ,0,MEDICAMENTOS,1.0,8127.0,26.0
2022-05-31,125690,FINASTERIDE 5MG TABLETA ,0,MEDICAMENTOS,1.0,8127.0,26.0
2022-06-30,125690,FINASTERIDE 5MG TABLETA ,0,MEDICAMENTOS,1.0,8127.0,26.0
2021-07-31,129788,POSACONAZOL 100MG TABLETA,0,MEDICAMENTOS,1.0,63469.0,38.0
2021-08-31,129788,POSACONAZOL 100MG TABLETA,0,MEDICAMENTOS,1.0,63469.0,38.0
2021-09-30,129788,POSACONAZOL 100MG TABLETA,0,MEDICAMENTOS,1.0,63469.0,38.0
2021-10-31,129788,POSACONAZOL 100MG TABLETA,0,MEDICAMENTOS,1.0,63469.0,38.0
2021-11-30,129788,POSACONAZOL 100MG TABLETA,0,MEDICAMENTOS,1.0,63469.0,38.0
2021-12-31,129788,POSACONAZOL 100MG TABLETA,0,MEDICAMENTOS,1.0,63469.0,38.0
2022-01-31,129788,POSACONAZOL 100MG TABLETA,0,MEDICAMENTOS,1.0,63469.0,38.0
2022-02-28,129788,POSACONAZOL 100MG TABLETA,24,MEDICAMENTOS,1.0,63469.0,38.0
2022-03-31,129788,POSACONAZOL 100MG TABLETA,0,MEDICAMENTOS,1.0,63469.0,38.0
2022-04-30,129788,POSACONAZOL 100MG TABLETA,0,MEDICAMENTOS,1.0,63469.0,38.0
2022-05-31,129788,POSACONAZOL 100MG TABLETA,0,MEDICAMENTOS,1.0,63469.0,38.0
2022-06-30,129788,POSACONAZOL 100MG TABLETA,0,MEDICAMENTOS,1.0,63469.0,38.0
2021-07-31,131059,HIDROXICLOROQUINA SULFATO TABLETA 200MG,0,MEDICAMENTOS,1.0,500.0,35.0
2021-08-31,131059,HIDROXICLOROQUINA SULFATO TABLETA 200MG,0,MEDICAMENTOS,1.0,500.0,35.0
2021-09-30,131059,HIDROXICLOROQUINA SULFATO TABLETA 200MG,0,MEDICAMENTOS,1.0,500.0,35.0
2021-10-31,131059,HIDROXICLOROQUINA SULFATO TABLETA 200MG,3,MEDICAMENTOS,1.0,500.0,35.0
2021-11-30,131059,HIDROXICLOROQUINA SULFATO TABLETA 200MG,4,MEDICAMENTOS,1.0,500.0,35.0
2021-12-31,131059,HIDROXICLOROQUINA SULFATO TABLETA 200MG,0,MEDICAMENTOS,1.0,500.0,35.0
2022-01-31,131059,HIDROXICLOROQUINA SULFATO TABLETA 200MG,0,MEDICAMENTOS,1.0,500.0,35.0
2022-02-28,131059,HIDROXICLOROQUINA SULFATO TABLETA 200MG,0,MEDICAMENTOS,1.0,500.0,35.0
2022-03-31,131059,HIDROXICLOROQUINA SULFATO TABLETA 200MG,0,MEDICAMENTOS,1.0,500.0,35.0
2022-04-30,131059,HIDROXICLOROQUINA SULFATO TABLETA 200MG,0,MEDICAMENTOS,1.0,500.0,35.0
2022-05-31,131059,HIDROXICLOROQUINA SULFATO TABLETA 200MG,233,MEDICAMENTOS,1.0,500.0,35.0
2022-06-30,131059,HIDROXICLOROQUINA SULFATO TABLETA 200MG,21,MEDICAMENTOS,1.0,500.0,35.0
2021-07-31,131589,"TIOTROPIO BROMURO SUSPENSIÓN PARA INHALACIÓN 2,5MCG/1PUFF/60PUFF",5,MEDICAMENTOS,1.0,199306.0,2.0
2021-08-31,131589,"TIOTROPIO BROMURO SUSPENSIÓN PARA INHALACIÓN 2,5MCG/1PUFF/60PUFF",3,MEDICAMENTOS,1.0,199306.0,2.0
2021-09-30,131589,"TIOTROPIO BROMURO SUSPENSIÓN PARA INHALACIÓN 2,5MCG/1PUFF/60PUFF",4,MEDICAMENTOS,1.0,199306.0,2.0
2021-10-31,131589,"TIOTROPIO BROMURO SUSPENSIÓN PARA INHALACIÓN 2,5MCG/1PUFF/60PUFF",1,MEDICAMENTOS,1.0,199306.0,2.0
2021-11-30,131589,"TIOTROPIO BROMURO SUSPENSIÓN PARA INHALACIÓN 2,5MCG/1PUFF/60PUFF",0,MEDICAMENTOS,1.0,199306.0,2.0
2021-12-31,131589,"TIOTROPIO BROMURO SUSPENSIÓN PARA INHALACIÓN 2,5MCG/1PUFF/60PUFF",1,MEDICAMENTOS,1.0,199306.0,2.0
2022-01-31,131589,"TIOTROPIO BROMURO SUSPENSIÓN PARA INHALACIÓN 2,5MCG/1PUFF/60PUFF",0,MEDICAMENTOS,1.0,199306.0,2.0
2022-02-28,131589,"TIOTROPIO BROMURO SUSPENSIÓN PARA INHALACIÓN 2,5MCG/1PUFF/60PUFF",0,MEDICAMENTOS,1.0,199306.0,2.0
2022-03-31,131589,"TIOTROPIO BROMURO SUSPENSIÓN PARA INHALACIÓN 2,5MCG/1PUFF/60PUFF",0,MEDICAMENTOS,1.0,199306.0,2.0
2022-04-30,131589,"TIOTROPIO BROMURO SUSPENSIÓN PARA INHALACIÓN 2,5MCG/1PUFF/60PUFF",5,MEDICAMENTOS,1.0,199306.0,2.0
2022-05-31,131589,"TIOTROPIO BROMURO SUSPENSIÓN PARA INHALACIÓN 2,5MCG/1PUFF/60PUFF",0,MEDICAMENTOS,1.0,199306.0,2.0
2022-06-30,131589,"TIOTROPIO BROMURO SUSPENSIÓN PARA INHALACIÓN 2,5MCG/1PUFF/60PUFF",1,MEDICAMENTOS,1.0,199306.0,2.0
2021-07-31,134746,LEVETIRACETAM SOL. INYECTABLE 500MG/5ML,156,MEDICAMENTOS,1.0,22129.0,95.0
2021-08-31,134746,LEVETIRACETAM SOL. INYECTABLE 500MG/5ML,58,MEDICAMENTOS,1.0,22129.0,95.0
2021-09-30,134746,LEVETIRACETAM SOL. INYECTABLE 500MG/5ML,270,MEDICAMENTOS,1.0,22129.0,95.0
