,,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,
CODIGO ACT.,ACTIVIDAD,JUL,AGO,SEP,OCT,NOV,DIC,ENE,FEB,MAR,ABR,MAY,JUN,PROM,PROM_ATIP,R2,REGR DIA,PROM DIA,MIN DIA,MAX DIA,CV,SUAV_EXP,MOD,%,% ACUM,ABC,GRAFICA
703732,FENAZOPIRIDINA TABLETA 200MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
703733,DIOSMECTITA POLVO PARA SOLUCIÓN ORAL 3G,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
703784,GLUCAGON 1MG SOL. INYECTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
704288,JELCO 16G X 1-1/4 CORTO,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
704369,CANULA GUEDEL 0 (ISO 5.0),0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
705004,BRAZALETE 2 VIAS TYCOS 5082-26,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
705184,AGUJA P/BIOPSIA BMHN 1304 -R.P,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
705337,ACEMETACINA TABLETA 60MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
705576,AGUJA 22X1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
705749,AGUJA BIOPSIA BMHN 1304X -RP M,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
705753,"VALSARTAN/HIDROCLOROTIAZIDA TABLETA 80MG/12,5MG",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
705793,LAMIVUDINA/ZIDOVUDINA TABLETA 150MG/300MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
705886,JERINGA P/INYECTOR 150ML FT-Q,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
705905,PAROXETINA TABLETA 20MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
706126,LACTOBACILOS FERMENTO GRANULOS PARA SUSPENCIÓN ORAL 3G (PEDIATRICO),0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
706512,"ACETAMINOFEN/TRAMADOL TABLETA 325MG/37,5MG",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
706988,IBUPROFENO/METOCARBAMOL TABLETA 200MG/500MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
706998,CARBOPLATINO SOL. INYECTABLE 150MG ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
707175,ACICLOVIR UNGÜENTO OFTÁLMICO 3% x 10G,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
707924,CITICOLINA SOLUCIÓN INYECTABLE 500MG/5ML,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
707954,METOTREXATO 50 MG SOL. INYECTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
707955,METOTREXATO 50 MG SOL. INYECTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
707956,METOTREXATO 50 MG SOL. INYECTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
707976,NIMESULIDA TABLETA 100MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
708243,MISOPROSTOL TABLETA 200MCG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
708409,AESCINA/HEPARINOIDE/SALICILATO DE DIETILA-MINA GEL TÓPICO 40G (VASOTON),0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
708790,LACTOBACILOS FERMENTO GRANULOS PARA SUSPENCIÓN ORAL 3G (ADULTO),0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
708930,"MELOXICAM TABLETA 7,5MG",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
709206,ACETAMINOFEN/TIZANIDINA TABLETA 350MG/2MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
710013,TUBO ENDOTRAQUEAL 3.5 C/BL,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
710014,TUBO ENDOTRAQUEAL 4.5 C/BL,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
710829,ISOCONAZOL 1%,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
711513,"BUPIVACAINA/DEXTROSA 7,5% x 4ML SOL. INYECTABLE",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
711560,ATENOLOL TABLETA 50MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
711799,"(NUTREN ULTRAPAK SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML)) ALIMENTO LÍQUIDO ",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
712460,SULTAMICILINA TABLETA 750MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
712587,CILOSTAZOL TABLETA 50MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
712779,MICOFENOLICO ÁCIDO TABLETA 500MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
713028,CLONIXINATO DE LISINA/CICLOBENZAPRINA CLORHIDRATO TABLETA 125MG/5MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
713029,MESALAZINA SUPOSITORIO 500MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
713781,CATETER MAHURKAR  RECTO 13.5FRX19CM-8888135191-COVIDIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
714064,ETORICOXIB 120 MG (ARCOXIA) ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
714495,IBUPROFENO/HIDROCODONA TABLETA 200MG/5MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
714606,CATETER ART. N. 5.0 ARGYL,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
714607,CATETER ART. N. 3.5 ARGYL,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
715102,ATRAUMAN AG 10X10CM,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
715391,DICLOFENACO COLESTIRAMINA TABLETA 140MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
715495,ATRAUMAN AG 10X20  ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
716074,CONDROITINA SULFATO SODICO 0.18MG + HIALURONATO SODICO 0.1MG (HUMYLUB),0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
716076,CEFADROXILO TABLETA 1G,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
716255,"MOMETASONA FUROATO CREMA TÓPICA 0,1%/40G",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
716364,CANULA GUEDEL 1 (ISO 6 5),0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
716431,TOXINA BOTULINICA POLVO LIOFILIZADO 200UI,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
716687,"SODIO HIALURONATO SOLUCIÓN INYECTABLE 25MG/2,5ML",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
717192,AMOXICILINA/CLAVUNATO SUSPENSIÓN ORAL 250MG/5ML (5000MG/100ML),0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
717245,"MIDAZOLAM TABLETA 7,5MG",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
717256,"HIDROXICINA JARABE 2,5MG/1ML (300MG/120ML)",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
717362,HEMINA ARGINATO SOLUCIÓN INYECTABLE 25MG/1ML (250MG/10ML),0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
717399,COLISTIMETATO SODICO 80 MG (1000000 UI) POLVO LIOFILIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
717417,TRAMADOL/DICLOFENACO TABLETA 25MG/25MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
717441,DICLOFENACO/CODEINA TABLETA 50MG/50MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
717451,"(PERATIVE SOLUCIÓN ORAL 1,3KCAL/1ML (1300KCAL/1000ML)) ALIMENTO LÍQUIDO PARA PR",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
717592,MIDAZOLAM 50MG/10ML SOL. INYECTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
717610,DOLUTEGRAVIR 50 MG TABLETA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
717694,AQUACEL-AG APOSITO 15 X 15 CM,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
717765,JERINGA INSUFLADORA ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
717812,SULFADIAZINA TABLETA 500MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
717967,OXIDO DE ZINC 15% CREMA TOPICA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
718134,"FACTORES DE COAGULACIÓN II, IX,VII, X, PROTEÍNA C, PROTEÍNA S POLVO LIOFILIZADO",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
718139,LEVONORGESTREL/ETINILESTRADIOL TABLETA 150MCG/30MCG (180MG),0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
718380,RIVAROXABAN TABLETA 10MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
718881,TIOCOLCHICOSIDO CÁPSULA 8MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719115,"ACETATO DE LEUPROLIDE 22,5MG SOL. INYECTABLE ",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719172,SACCHAROMYCES BOULARDII CÁPSULA 250MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719323,AGUJA ESPINOCAN  27G X 3 1/2 PUNTA  LAPIZ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719388,CABERGOLINA TABLETA 0.5MG ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719453,CANULA TRAQUEOSTOMIA 3.0 PEDIATRICA TRACOE,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719470,MIRTAZAPINA TABLETA 15MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719531,VILDAGLIPTINA TABLETA 50MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719544,ACEITE DE PESCADO ENRIQUECIDO CON EPA Y DHA EMULSIÓN INYECTABLE 10%/100ML,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719625,LETROZOL 2.5 GR TABLETA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719640,"(NUTREN PULMONARY SOLUCIÓN ORAL 1,5KCAL/1ML (375KCAL/250ML)) ALIMENTO LÍQUIDO P",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719646,DALTEPARINA SODICA 10.000 UI (ANTIFACTOR XA) SOL. INYECTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719710,OPSITE POST OP 25X10 CM,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719718,CICLOBENZAPRINA CÁPSULA 15MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719763,BUPIVACAINA/DEXTROSA 20% x 4ML SOL. INYECTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719767,"BUPIVACAINA 7,5% x 10ML  SOL. INYECTABLE",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719795,S/TRACH CARE 8 FR SISTEMA CERRADO - TRAQUEOSTOMIA NEONATOS,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719796,S/TRACH CARE 10 FR SISTEMA CERRADO - TRAQUEOSTOMIA PEDIATRICO,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719811,"DEXAMETASONA 0,75MG TABLETA ",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719828,CALCIO CARBONATO POLVO PARA SOLUCIÓN ORAL 500MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719921,BOLSA UROSTOMIA  57 CONVATEC,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719955,JUEGO DE CABLES DE ESTIMULACION URGENT PC REF: UPC-250,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719979,JERINGA INSUFLADORA  DOBLE BASIX COMPAK REF-IN 4330,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
719984,CATETER MAHURKA CURVO 13.5FRX16.3 CM-8888135163,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
720049,S/FOLEY 3V 22X30 SILICONADA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
720110,FLEXI-SEAL BOLSA PARA RECAMBIO  REF 411101,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
720150,CATETER CENTRAL MONOLUMEN 22 (2FR) X4CM VENOSO/ARTERIAL- REF 1212-04 -VYGON,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
720175,CANISTER 800ML UCIPHARMA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
720210,GLICINA 1.5% SOL. PARA IRRIGACION 3000 ML,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
720224,ANASTROZOL 1 MG TABLETAS RECUBIERTAS,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
720242,EZETIMIBA 10 MG TABLETA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
720249,PRAMIPEXOL DICLORHIDRATO MONOHIDRATO 0.75 MG TABLETA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
730005,BETAMETASONA DIPROPIONATO/FOSFATO (5+2) 7MG/2ML SUSPENSIÓN INYECTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
730017,ACETAMINOFEN/TIOCOLCHICOSIDO TABLETA 325MG/4MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
730019,PIRACETAM TABLETA 1200MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
730024,LACOSAMIDA TABLETA 50MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
730025,DEFERASIROX TABLETA 500MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
730128,CATETER UMBILICAL 4.0 FR- VYGON,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
730135,ETIONAMIDA 250MG TABLETA ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
730137,LEVOFLOZACINO TABLETA 250MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
730140,PIRIMETAMINA TABLETA 25MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
730142,PRIMAQUINA TABLETA 5MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
730155,CAPREOMICINA 1G POLVO LIOFILIZADO ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
730190,APOSITO PERIFERICO IV3000 6X7CM,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
730191,APOSITO PERIFERICO IV3000 10X12CM,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
730198,CIPROFIBRATO TABLETA 100MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
730236,CEFTRIAXONA/ SULBACTAM CON EDTA 1.5 G,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
730238,MITOXANTRONA 20 MG/10 ML,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
730252,JERINGA INSUFLADORA REF: 833103-COLMEDIKS,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
770004,TRASTUZUMAB POLVO LIOFILIZADO 440MG (ONCOLOGICO),0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
770006,CAPECITABINA 500MG TABLETA ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
770011,BICALUTAMIDA TABLETA 50MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
770023,EPIRRUBICINA 50MG/25ML SOL. INYECTABLE  ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
770025,VINCRISTINA 1MG/ML SOL. INYECTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
770058,BEVACIZUMAB SOLUCIÓN INYECTABLE 100MG/4ML (ONCOLOGICO),0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
770069,DAUNORUBICINA POLVO LIOFILIZADO 20MG ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
770070,ASPARAGINASA 10.000 UI AMPOLLA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
770078,CITARABINA SOL. INYECTABLE 500MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
770079,CETUXIMAB SOLUCIÓN INYECTABLE 100MG/100ML (ONCOLOGICO),0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
