fecha,producto_id,demanda,categoria_abc,variabilidad,prediccion_media_movil,prediccion_regresion_lineal,prediccion_xgboost,metodo_usado,prediccion_final,error_final
2022-06-01,700441,28,C,Baja,34.0,37.90846259544569,43.72694,Regresión Lineal,37.90846259544569,9.908462595445691
2022-04-01,700525,3,C,Alta,0.0,0.0,0.9541154,XGBoost,0.9541153907775879,-2.045884609222412
2022-05-01,700525,4,C,Alta,1.0,0.0,1.8130155,XGBoost,1.8130154609680176,-2.1869845390319824
2022-06-01,700525,2,C,Alta,2.3333333333333335,0.0,1.336113,XGBoost,1.3361129760742188,-0.6638870239257812
2022-04-01,700543,5115,A,Baja,7722.333333333333,11772.112155926881,6955.9473,XGBoost,6955.947265625,1840.947265625
2022-05-01,700543,13713,A,Baja,5788.0,6905.198946292379,7262.253,XGBoost,7262.2529296875,-6450.7470703125
2022-06-01,700543,14404,A,Baja,8091.333333333333,7074.358614853846,8747.515,XGBoost,8747.5146484375,-5656.4853515625
2022-04-01,700544,0,C,Alta,7.666666666666667,23.877341304489338,0.14572142,XGBoost,0.1457214206457138,0.1457214206457138
2022-05-01,700544,51,C,Alta,0.0,0.0,8.498872,XGBoost,8.498871803283691,-42.50112819671631
2022-06-01,700544,43,C,Alta,17.0,10.2089526514269,4.7370567,XGBoost,4.737056732177734,-38.262943267822266
2022-04-01,700550,0,C,Alta,0.0,0.0,1.2728341,Media móvil,0.0,0.0
2022-05-01,700550,16,C,Alta,0.0,0.0,1.3903675,Media móvil,0.0,-16.0
2022-06-01,700550,24,C,Alta,5.333333333333333,1.9380419424027475,1.5309992,Media móvil,5.333333333333333,-18.666666666666668
2022-04-01,700554,0,B,Media,170.66666666666666,426.2427902013709,90.971664,XGBoost,90.97166442871094,90.97166442871094
2022-05-01,700554,180,B,Media,43.333333333333336,64.41693531802937,13.623392,XGBoost,13.623392105102539,-166.37660789489746
2022-06-01,700554,232,B,Media,81.33333333333333,87.45824552487039,159.97818,XGBoost,159.97817993164062,-72.02182006835938
2022-04-01,700567,0,C,Alta,0.0,0.0,0.16382855,Media móvil,0.0,0.0
2022-05-01,700567,0,C,Alta,0.0,0.0,0.13288733,Media móvil,0.0,0.0
2022-06-01,700567,0,C,Alta,0.0,0.0,0.079518564,Media móvil,0.0,0.0
2022-04-01,700572,0,C,Alta,1.6666666666666667,0.0,0.2132041,XGBoost,0.21320410072803497,0.21320410072803497
2022-05-01,700572,0,C,Alta,1.6666666666666667,4.25841349545502,0.37556753,XGBoost,0.3755675256252289,0.3755675256252289
2022-06-01,700572,0,C,Alta,0.0,0.0,0.56809556,XGBoost,0.5680955648422241,0.5680955648422241
2022-04-01,700575,278,B,Baja,122.33333333333333,97.58076314632389,121.61064,XGBoost,121.61064147949219,-156.3893585205078
2022-05-01,700575,96,B,Baja,186.33333333333334,197.0329998575256,164.3304,XGBoost,164.3303985595703,68.33039855957031
2022-06-01,700575,86,B,Baja,160.33333333333334,143.58742407861692,114.05924,XGBoost,114.05924224853516,28.059242248535156
2022-04-01,700577,387,B,Baja,426.0,518.7272899213671,389.46658,XGBoost,389.4665832519531,2.466583251953125
2022-05-01,700577,343,B,Baja,384.0,363.5188179086133,326.88474,XGBoost,326.8847351074219,-16.115264892578125
2022-06-01,700577,385,B,Baja,372.0,370.11416265305786,367.787,XGBoost,367.7869873046875,-17.2130126953125
2022-04-01,700578,237,B,Baja,191.0,198.0575402126963,167.07617,XGBoost,167.076171875,-69.923828125
