fecha,producto_id,demanda,categoria_abc,variabilidad,usar_ml,prediccion_xgboost,prediccion_baseline_3m,prediccion_final,metodo_usado,error_final
2023-10-01,1057,40.0,A,Alta,True,41.653008,8.333333333333334,41.65300750732422,XGBoost,1.6530075073242188
2023-11-01,1057,26.0,A,Alta,True,30.337677,21.666666666666668,30.337677001953125,XGBoost,4.337677001953125
2023-12-01,1057,31.0,A,Alta,True,47.897762,30.333333333333332,47.897762298583984,XGBoost,16.897762298583984
2023-10-01,1058,0.0,A,Alta,True,0.3930103,17.333333333333332,0.39301028847694397,XGBoost,0.39301028847694397
2023-11-01,1058,57.0,A,Alta,True,15.618841,12.666666666666666,15.618841171264648,XGBoost,-41.38115882873535
2023-12-01,1058,80.0,A,Alta,True,32.45676,31.666666666666668,32.45676040649414,XGBoost,-47.54323959350586
2023-10-01,1059,28.0,A,Alta,True,22.861818,24.0,22.861818313598633,XGBoost,-5.138181686401367
2023-11-01,1059,17.0,A,Alta,True,48.107967,28.0,48.107967376708984,XGBoost,31.107967376708984
2023-12-01,1059,0.0,A,Alta,True,0.23037373,15.0,0.23037372529506683,XGBoost,0.23037372529506683
2023-10-01,1060,80.0,A,Alta,True,30.396803,7.0,30.39680290222168,XGBoost,-49.60319709777832
2023-11-01,1060,0.0,A,Alta,True,0.053156935,33.666666666666664,0.053156934678554535,XGBoost,0.053156934678554535
2023-12-01,1060,44.0,A,Alta,True,34.054153,26.666666666666668,34.05415344238281,XGBoost,-9.945846557617188
2023-10-01,1061,37.0,A,Alta,True,37.699673,8.333333333333334,37.69967269897461,XGBoost,0.6996726989746094
2023-11-01,1061,0.0,A,Alta,True,0.22964223,20.666666666666668,0.22964222729206085,XGBoost,0.22964222729206085
2023-12-01,1061,77.0,A,Alta,True,32.14744,20.666666666666668,32.14744186401367,XGBoost,-44.85255813598633
2023-10-01,1062,4.0,A,Alta,True,27.843697,46.333333333333336,27.84369659423828,XGBoost,23.84369659423828
2023-11-01,1062,110.0,A,Alta,True,34.614758,13.666666666666666,34.6147575378418,XGBoost,-75.3852424621582
2023-12-01,1062,11.0,A,Alta,True,26.575539,50.333333333333336,26.575538635253906,XGBoost,15.575538635253906
2023-10-01,1063,31.0,A,Media,True,38.3963,29.666666666666668,38.39630126953125,XGBoost,7.39630126953125
2023-11-01,1063,0.0,A,Media,True,0.1092476,29.333333333333332,0.1092476025223732,XGBoost,0.1092476025223732
2023-12-01,1063,60.0,A,Media,True,23.969563,10.333333333333334,23.969562530517578,XGBoost,-36.03043746948242
2023-10-01,1064,0.0,B,Alta,True,0.0,1.6666666666666667,0.0,XGBoost,0.0
2023-11-01,1064,0.0,B,Alta,True,0.0,1.6666666666666667,0.0,XGBoost,0.0
2023-12-01,1064,35.0,B,Alta,True,5.5059366,0.0,5.505936622619629,XGBoost,-29.49406337738037
2023-10-01,1065,0.0,C,Alta,True,0.0,8.666666666666666,0.0,XGBoost,0.0
2023-11-01,1065,21.0,C,Alta,True,19.666536,8.666666666666666,19.666536331176758,XGBoost,-1.3334636688232422
2023-12-01,1065,27.0,C,Alta,True,21.626469,7.0,21.626468658447266,XGBoost,-5.373531341552734
2023-10-01,1066,4.0,B,Alta,True,12.691883,28.666666666666668,12.691883087158203,XGBoost,8.691883087158203
2023-11-01,1066,0.0,B,Alta,True,0.0,23.666666666666668,0.0,XGBoost,0.0
2023-12-01,1066,0.0,B,Alta,True,0.0,17.0,0.0,XGBoost,0.0
2023-10-01,1067,0.0,A,Alta,True,0.15669666,33.333333333333336,0.15669666230678558,XGBoost,0.15669666230678558
2023-11-01,1067,0.0,A,Alta,True,0.106934555,12.333333333333334,0.106934554874897,XGBoost,0.106934554874897
2023-12-01,1067,0.0,A,Alta,True,0.5190412,12.333333333333334,0.5190411806106567,XGBoost,0.5190411806106567
2023-10-01,1068,0.0,C,Alta,True,0.0,11.666666666666666,0.0,XGBoost,0.0
2023-11-01,1068,42.0,C,Alta,True,13.891931,11.666666666666666,13.89193058013916,XGBoost,-28.10806941986084
